Job title,Age,Industry,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
manager,25-34,computing or tech,165000.0,United States,Other,Remote,8 - 10 years,5-7 years,College degree,Woman,White
trust officer,35-44,"accounting, banking & finance",97500.0,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Black or African American
associate project manager,25-34,health care,66500.0,United States,New York,Manhasset,2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American
assistant director,35-44,nonprofits,77500.0,United States,Connecticut,Hartford,11 - 20 years,11 - 20 years,College degree,Woman,White
affiliate account manager ,25-34,"marketing, advertising & pr",43031.92939412526,Canada,Other,Montreal,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
assistant principal,35-44,education (primary/secondary),112000.0,United States,California,Redwood City,8 - 10 years,2 - 4 years,Master's degree,Woman,Black or African American
library associate,25-34,education (higher education),34000.0,United States,Arizona,Tucson,5-7 years,2 - 4 years,College degree,Woman,White
graphic designer,25-34,art & design,27690.11108839365,Canada,Other,London,2 - 4 years,2 - 4 years,College degree,Woman,White
associate producer,25-34,entertainment,72000.0,United States,California,Los Angeles,8 - 10 years,8 - 10 years,College degree,Woman,White
senior software engineer,35-44,computing or tech,175000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Man,White
data scientist,25-34,nonprofits,97000.0,United States,Washington,Seattle,5-7 years,2 - 4 years,PhD,Woman,White
copywriter,25-34,"marketing, advertising & pr",47000.0,United States,Delaware,Smyrna,8 - 10 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
accounting supervisor,25-34,"accounting, banking & finance",125000.0,United States,Ohio,Enon,8 - 10 years,8 - 10 years,Master's degree,Woman,White
product manager,25-34,computing or tech,140000.0,United States,Colorado,Denver,8 - 10 years,5-7 years,Master's degree,Woman,White
associate attorney,25-34,law,72500.0,United States,Colorado,Denver,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Middle Eastern or Northern African
academic advisor,35-44,education (higher education),56000.0,United States,Washington,Seattle,8 - 10 years,5-7 years,PhD,Woman,White
training specialist,18-24,hospitality & events,35000.0,United States,Virginia,Blacksburg,1 year or less,1 year or less,College degree,Man,White
attorney,25-34,law,109000.0,United States,California,Sacramento,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
academic advisor,35-44,education (higher education),72000.0,United States,Utah,Provo,11 - 20 years,2 - 4 years,Master's degree,Woman,White
program director,25-34,nonprofits,70000.0,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,College degree,Woman,White
vp finance,35-44,utilities & telecommunications,98300.0,United States,Pennsylvania,Wellsboro,11 - 20 years,5-7 years,Master's degree,Woman,White
software engineer,25-34,computing or tech,123000.0,United States,Washington,seattle,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
payroll administrator ,25-34,education (higher education),63500.0,United States,Massachusetts,Boston,8 - 10 years,5-7 years,College degree,Woman,White
case manager,25-34,social work,65000.0,United States,Pennsylvania,Philadelphia,5-7 years,5-7 years,Master's degree,Woman,White
scrum master,35-44,computing or tech,100000.0,United States,Oregon,Portland,11 - 20 years,5-7 years,Some college,Man,White
engineer 2,18-24,engineering or manufacturing,86000.0,United States,Washington,Seattle,2 - 4 years,2 - 4 years,Master's degree,Woman,White
regional marketing manager,25-34,entertainment,49018.98044026443,Canada,Other,Winnipeg,8 - 10 years,5-7 years,High School,Woman,White
finance associate,25-34,nonprofits,61750.0,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Man,White
senior software engineer,25-34,computing or tech,165000.0,United States,California,San Francisco,11 - 20 years,8 - 10 years,Some college,Woman,"Hispanic, Latino, or Spanish origin, White"
recruiter ,25-34,"accounting, banking & finance",85235.0,United States,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
project manager,35-44,education (higher education),90000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
senior product designer,25-34,art & design,120000.0,United States,California,LA,8 - 10 years,8 - 10 years,College degree,Woman,White
associate director ,25-34,"accounting, banking & finance",145000.0,United States,New Jersey,Newark,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
project support,18-24,government and public administration,43557.19212881762,United Kingdom,Other,London,2 - 4 years,2 - 4 years,Master's degree,Woman,Another option not listed here or prefer not to answer
social media manager,25-34,entertainment,76000.0,United States,Washington,Seattle,8 - 10 years,8 - 10 years,Some college,Woman,"Hispanic, Latino, or Spanish origin, White"
production worker ,25-34,engineering or manufacturing,26000.0,United States,Utah,Salt Lake,5-7 years,2 - 4 years,High School,Woman,White
analyst,25-34,government and public administration,61500.0,United States,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Woman,Asian or Asian American
senior consultant,25-34,business or consulting,140000.0,United States,Texas,Dallas,2 - 4 years,2 - 4 years,Master's degree,Woman,White
performance officer ,35-44,nonprofits,53430.68584296109,United Kingdom,Other,Glasgow,11 - 20 years,1 year or less,College degree,Woman,White
devops engineer,25-34,computing or tech,64500.0,United States,Texas,Austin,2 - 4 years,1 year or less,College degree,Woman,White
financial analyst,18-24,"accounting, banking & finance",75000.0,United States,California,Los Angeles,2 - 4 years,1 year or less,College degree,Man,Asian or Asian American
executive assistant,25-34,computing or tech,92500.0,United States,California,San Fransisco,11 - 20 years,8 - 10 years,Master's degree,Woman,White
associate director,35-44,education (higher education),68000.0,United States,New York,New York City,5-7 years,2 - 4 years,PhD,Woman,White
project associate,35-44,government and public administration,53000.0,United States,New York,Plattsburgh,11 - 20 years,2 - 4 years,Master's degree,Woman,White
financial analyst,25-34,"accounting, banking & finance",82000.0,United States,California,Santa Cruz,5-7 years,2 - 4 years,Some college,Woman,Asian or Asian American
program manager,25-34,computing or tech,161534.63161825444,United Kingdom,Other,London,5-7 years,5-7 years,College degree,Woman,White
key account manager,25-34,computing or tech,80000.0,United States,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
project engineer,25-34,engineering or manufacturing,75000.0,United States,Ohio,Cincinnati,5-7 years,5-7 years,Master's degree,Woman,White
staff writer,25-34,media & digital,67000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
staff accountant,25-34,"accounting, banking & finance",63000.0,United States,California,Sacramento,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American
financial officer,45-54,education (higher education),101000.0,United States,Pennsylvania,State COllege,21 - 30 years,8 - 10 years,Master's degree,Woman,White
program manager,18-24,nonprofits,68000.0,United States,New Jersey,Newark,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin"
senior accountant,25-34,"accounting, banking & finance",72000.0,United States,Texas,Austin,2 - 4 years,2 - 4 years,Master's degree,Woman,White
procurement specialist,25-34,engineering or manufacturing,61367.27322292647,Canada,Other,Toronto,2 - 4 years,1 year or less,College degree,Woman,"Black or African American, Another option not listed here or prefer not to answer"
court reporter,25-34,law,22451.44142302188,Canada,Other,Windsor,5-7 years,1 year or less,College degree,Woman,White
it manager,35-44,education (higher education),140000.0,United States,California,San Diego,21 - 30 years,21 - 30 years,Master's degree,Man,White
program coordinator,35-44,nonprofits,75500.0,United States,California,San Francisco,11 - 20 years,5-7 years,College degree,Woman,White
project engineer,25-34,engineering or manufacturing,110000.0,United States,Hawaii,Honolulu,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
compliance specialist,35-44,government and public administration,55000.0,United States,District of Columbia,Washington,11 - 20 years,2 - 4 years,College degree,Woman,Black or African American
pipeline developer,25-34,film post-production,95000.0,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Man,White
project coordinator ,45-54,construction ,100000.0,United States,New York,New York City,21 - 30 years,2 - 4 years,Some college,Woman,White
office manager,35-44,"accounting, banking & finance",115000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
conflicts analyst,25-34,law,33549.50041302208,United Kingdom,Other,Leeds,8 - 10 years,1 year or less,College degree,Woman,White
account executive,25-34,sales,94500.0,United States,Minnesota,Minneapolis,8 - 10 years,5-7 years,College degree,Woman,White
account manager,35-44,"accounting, banking & finance",145000.0,United States,Virginia,Charlottesville,11 - 20 years,11 - 20 years,College degree,Woman,White
data analyst,25-34,business or consulting,70500.0,United States,Georgia,Atlanta,5-7 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
it business analyst,25-34,computing or tech,80000.0,United States,Nebraska,Omaha,8 - 10 years,5-7 years,College degree,Woman,White
adjunct instructor,45-54,education (higher education),26000.0,United States,Connecticut,New Haven,21 - 30 years,2 - 4 years,Master's degree,Man,White
project architect,25-34,art & design,66000.0,United States,North Carolina,Asheville,8 - 10 years,8 - 10 years,College degree,Woman,White
marketing & communications manager,45-54,nonprofits,60100.0,United States,Washington,Kennewick,21 - 30 years,21 - 30 years,College degree,Woman,White
sales manager,35-44,sales,53000.0,United States,Oklahoma,Oklahoma City,21 - 30 years,11 - 20 years,College degree,Woman,Native American or Alaska Native
executive assistant ,35-44,nonprofits,97000.0,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,College degree,Woman,White
application analyst,18-24,"accounting, banking & finance",60000.0,United States,Nebraska,Omaha,1 year or less,1 year or less,College degree,Woman,"Asian or Asian American, White"
senior account manager,35-44,computing or tech,110000.0,United States,Maryland,Other,11 - 20 years,11 - 20 years,Master's degree,Woman,White
senior data scientist,25-34,"accounting, banking & finance",98037.96088052886,Canada,Other,Toronto,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
content manager,35-44,"marketing, advertising & pr",77100.0,United States,Tennessee,Nashville,11 - 20 years,5-7 years,Master's degree,Woman,White
auditor ,25-34,government and public administration,80000.0,United States,California,San Diego,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
civil engineer i,18-24,engineering or manufacturing,59000.0,United States,Washington,Seattle,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
director,25-34,media & digital,180000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
consultant,25-34,business or consulting,180000.0,United States,District of Columbia,Washington,8 - 10 years,2 - 4 years,Master's degree,Woman,White
project manager,25-34,property or construction,100000.0,United States,New Hampshire,"Bedford, NH",5-7 years,5-7 years,College degree,Woman,White
associate director ,25-34,nonprofits,101500.0,United States,Maryland,Rockville,11 - 20 years,8 - 10 years,College degree,Woman,White
professional development specialist,35-44,government and public administration,65600.0,United States,Illinois,Chicago,11 - 20 years,2 - 4 years,College degree,Woman,White
staff geologist,18-24,engineering or manufacturing,58000.0,United States,North Carolina,Raleigh,1 year or less,1 year or less,Master's degree,Woman,White
programs manager,25-34,nonprofits,55000.0,United States,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
newborn care specialist/ postpartum doula,35-44,childcare ,90000.0,United States,Michigan,Detroit,11 - 20 years,5-7 years,Master's degree,Woman,White
software developer ,35-44,computing or tech,74838.13807673959,Canada,Other,Toronto,11 - 20 years,5-7 years,Some college,Man,"Hispanic, Latino, or Spanish origin"
software developer,25-34,computing or tech,49414.5,Germany,Other,Hamburg,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
hr manager,25-34,"leisure, sport & tourism",78000.0,United States,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
project manager,25-34,government contractor (r&d),56000.0,United States,New Jersey,Hillsborough,5-7 years,2 - 4 years,College degree,Woman,White
school counselor,35-44,education (primary/secondary),51000.0,United States,New Mexico,Albuquerque,11 - 20 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
technical project manager,55-64,"accounting, banking & finance",118000.0,United States,Pennsylvania,Philadelphia,31 - 40 years,21 - 30 years,College degree,Woman,White
data analyst,25-34,health care,59870.51046139167,Canada,Other,Toronto,2 - 4 years,1 year or less,Master's degree,Woman,"Asian or Asian American, White"
hospital social worker,25-34,social work,56000.0,United States,Louisiana,New Orleans,5-7 years,2 - 4 years,Master's degree,Woman,Black or African American
product manager,25-34,computing or tech,115000.0,United States,New York,New York City,8 - 10 years,2 - 4 years,College degree,Woman,White
human resource manager,35-44,nonprofits,75000.0,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Woman,White
case manager,25-34,nonprofits,53000.0,United States,Colorado,Denver,5-7 years,2 - 4 years,College degree,Woman,White
technical services engineer,18-24,computing or tech,83500.0,United States,Wisconsin,Madison,2 - 4 years,1 year or less,College degree,Woman,White
instructional designer,25-34,utilities & telecommunications,78000.0,United States,Kansas,Overland Park,8 - 10 years,2 - 4 years,College degree,Man,White
graduate teaching assistant,25-34,education (higher education),27000.0,United States,Massachusetts,Amherst,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
data analyst,25-34,insurance,63000.0,United States,Oregon,Portland,1 year or less,1 year or less,PhD,Woman,White
senior policy advisor ,25-34,government and public administration,45975.24130673396,United Kingdom,Other,London,5-7 years,2 - 4 years,Master's degree,Woman,White
registered nurse,35-44,health care,83200.0,United States,Massachusetts,Ayer,11 - 20 years,5-7 years,College degree,Man,White
senior staff engineer,25-34,engineering or manufacturing,121000.0,United States,Massachusetts,Cambridge,5-7 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
group manager,35-44,computing or tech,173000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Man,White
librarian iii,25-34,education (higher education),67000.0,United States,Iowa,Iowa City,8 - 10 years,5-7 years,Master's degree,Woman,White
sr. business analyst,25-34,computing or tech,107000.0,United States,Illinois,Chicago,8 - 10 years,5-7 years,Some college,Woman,White
marketing manager,25-34,computing or tech,98829.0,Ireland,Other,Dublin,8 - 10 years,2 - 4 years,Master's degree,Woman,White
project manager,25-34,property or construction,100000.0,United States,New York,New York City,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
branch manager,35-44,government and public administration,93777.0,United States,District of Columbia,"Washington, DC",11 - 20 years,8 - 10 years,Master's degree,Woman,White
translator,25-34,education (higher education),53065.6825,Germany,Other,"City is too identifiable, state of NRW",5-7 years,2 - 4 years,Master's degree,Woman,White
teacher,25-34,education (primary/secondary),45000.0,United States,Oregon,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
senior marketing manager,25-34,computing or tech,108000.0,United States,North Carolina,Raleigh,8 - 10 years,8 - 10 years,Master's degree,Woman,White
senior research assistant ,18-24,nonprofits,49500.0,United States,Maryland,Bethesda,5-7 years,2 - 4 years,College degree,Woman,Black or African American
quality engineer,18-24,engineering or manufacturing,84000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Man,White
market analyst,25-34,computing or tech,112000.0,United States,California,Palo Alto,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
business systems analyst,25-34,education (higher education),86000.0,United States,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree,Woman,White
graphic designer,25-34,art & design,56000.0,United States,Iowa,Iowa City,5-7 years,5-7 years,College degree,Man,White
research assistant,35-44,academic research,38915.83179990459,Canada,Other,"Hamilton, ON",8 - 10 years,8 - 10 years,Master's degree,Woman,White
senior research assistant ,18-24,nonprofits,49500.0,United States,Maryland,Bethesda,5-7 years,2 - 4 years,College degree,Woman,Black or African American
senior engineer,45-54,computing or tech,170000.0,United States,California,Oakland,21 - 30 years,11 - 20 years,Master's degree,Woman,White
technical artist,18-24,art & design,140000.0,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
marketing coordinator,25-34,health care,46000.0,United States,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman,White
executive director,25-34,nonprofits,42000.0,United States,Illinois,Barrington,8 - 10 years,5-7 years,Master's degree,Woman,White
quality engineer and internal auditor,25-34,engineering or manufacturing,73000.0,United States,Connecticut,Windsor Locks,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White"
financial administrator,25-34,nonprofits,32638.40877802767,Canada,Other,Saskatoon,5-7 years,2 - 4 years,College degree,Woman,White
investment analyst,18-24,commercial real estate,75000.0,United States,North Carolina,Charlotte,2 - 4 years,1 year or less,College degree,Woman,White
certified pharmacy technician,25-34,health care,32000.0,United States,Louisiana,Baton Rouge,5-7 years,5-7 years,College degree,Woman,White
teacher,25-34,education (primary/secondary),50994.0,United States,Kentucky,Louisville,2 - 4 years,2 - 4 years,Master's degree,Woman,White
lease administrator,25-34,health care,68250.0,United States,Colorado,Denver,8 - 10 years,2 - 4 years,Master's degree,Woman,White
instructional designer,35-44,computing or tech,82480.0,United States,Virginia,Dulles,21 - 30 years,5-7 years,Master's degree,Woman,Black or African American
hr generalist,25-34,education (higher education),63000.0,United States,Wisconsin,Madison,8 - 10 years,8 - 10 years,College degree,Man,White
analyst,45-54,government and public administration,81000.0,United States,California,Sacramento,21 - 30 years,21 - 30 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
senior business systems analyst,25-34,transport or logistics,125000.0,United States,California,Long Beach,11 - 20 years,5-7 years,Master's degree,Woman,White
environmental engineer ,25-34,engineering or manufacturing,86500.0,United States,Georgia,Atlanta,5-7 years,5-7 years,College degree,Man,White
case manager,25-34,social work,45000.0,United States,Oregon,Portland,2 - 4 years,1 year or less,College degree,Woman,White
associate,18-24,nonprofits,28000.0,United States,North Carolina,Charlotte,2 - 4 years,1 year or less,College degree,Woman,"Middle Eastern or Northern African, White"
director of marketing,25-34,"marketing, advertising & pr",85725.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
data analyst,25-34,computing or tech,70000.0,United States,Pennsylvania,Pittsburgh,5-7 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
gis analyst,18-24,business or consulting,54000.0,United States,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree,Woman,White
head of talent acquisition,35-44,recruitment or hr,120000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American
general manager,35-44,parking ,63000.0,United States,Arizona,phoenix,8 - 10 years,8 - 10 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
software engineer,25-34,retail,97438.0,United States,Minnesota,Richfield,8 - 10 years,2 - 4 years,College degree,Man,White
director of marketing,35-44,business or consulting,138000.0,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
podcast producer ,25-34,media & digital,87000.0,United States,New York,New York City,8 - 10 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
scientist 1,25-34,computing or tech,100000.0,United States,Massachusetts,Lexington,8 - 10 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
communications director,35-44,nonprofits,110000.0,United States,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
attorney,25-34,government and public administration,87000.0,United States,District of Columbia,"Washington, DC",2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
product manager,25-34,computing or tech,156000.0,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
content designer,35-44,computing or tech,132840.0,United States,California,San Francisco,11 - 20 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
senior business analyst ,35-44,education (primary/secondary),99000.0,United States,Virginia,Herndon,11 - 20 years,8 - 10 years,Master's degree,Woman,White
communications manager ,25-34,education (higher education),57000.0,United States,Virginia,Lynchburg,5-7 years,5-7 years,Master's degree,Woman,Black or African American
quality assurance director,35-44,nonprofits,93000.0,United States,Massachusetts,Lowell,11 - 20 years,11 - 20 years,Master's degree,Woman,White
librarian,35-44,library,43800.0,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,"Middle Eastern or Northern African, White"
program coordinator,35-44,education (higher education),52272.0,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,"Asian or Asian American, White, Another option not listed here or prefer not to answer"
cyber security engineer,25-34,computing or tech,95000.0,United States,Florida,Other,8 - 10 years,2 - 4 years,College degree,Man,White
vp engineering,35-44,computing or tech,150000.0,United States,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,PhD,Woman,White
member advisor,45-54,"accounting, banking & finance",35500.0,United States,Other,Bemidji,2 - 4 years,2 - 4 years,Some college,Woman,White
assistant director,25-34,health care,87000.0,United States,New York,Brooklyn,5-7 years,2 - 4 years,College degree,Woman,White
program coordinator,35-44,education (higher education),51000.0,United States,Ohio,Columbus,11 - 20 years,11 - 20 years,Master's degree,Woman,White
research director,25-34,education (primary/secondary),102000.0,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,White
digital marketing strategist,25-34,"marketing, advertising & pr",89000.0,United States,District of Columbia,Washington DC,8 - 10 years,5-7 years,College degree,Woman,White
deputy managing editor,25-34,media & digital,72000.0,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
product manager,25-34,computing or tech,170000.0,United States,Oregon,Portland,8 - 10 years,2 - 4 years,College degree,Woman,Asian or Asian American
affiliate account manager ,25-34,"marketing, advertising & pr",43031.92939412526,Canada,Other,Montreal,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
payroll manager,35-44,"accounting, banking & finance",92000.0,United States,Oregon,Portland,11 - 20 years,8 - 10 years,Some college,Woman,White
product manager,25-34,computing or tech,170000.0,United States,Oregon,Portland,8 - 10 years,2 - 4 years,College degree,Woman,Asian or Asian American
senior product manager,35-44,"accounting, banking & finance",150000.0,United States,Rhode Island,Home,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
marketing coordinator ,25-34,"marketing, advertising & pr",43200.0,United States,Utah,Salt Lake City,5-7 years,2 - 4 years,Master's degree,Woman,White
education administration coordinator,35-44,education (higher education),53248.0,United States,Minnesota,Rochester,11 - 20 years,8 - 10 years,Some college,Woman,White
program manager,25-34,nonprofits,63000.0,United States,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
senior engineer,25-34,computing or tech,121000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
associate librarian,45-54,education (higher education),77000.0,United States,New York,Buffalo,11 - 20 years,11 - 20 years,Master's degree,Woman,White
product manger gl/umb,35-44,insurance,97000.0,United States,Massachusetts,Worcester,11 - 20 years,2 - 4 years,College degree,Woman,White
program coordinator,25-34,nonprofits,52606.0,United States,District of Columbia,Washington DC,2 - 4 years,2 - 4 years,College degree,Woman,White
interior designer,35-44,art & design,54000.0,United States,Georgia,Savannah,8 - 10 years,5-7 years,College degree,Woman,White
senior analyst,25-34,transport or logistics,86000.0,United States,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman,Black or African American
branch manager,35-44,"accounting, banking & finance",79700.0,United States,Washington,"Seattle, WA",11 - 20 years,8 - 10 years,College degree,Woman,White
product designer,25-34,computing or tech,85000.0,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
creative strategist,25-34,"marketing, advertising & pr",60886.13037918822,United Kingdom,Other,London,5-7 years,5-7 years,College degree,Woman,White
product director,25-34,"marketing, advertising & pr",135000.0,United States,North Carolina,Raleigh,8 - 10 years,2 - 4 years,College degree,Woman,White
product manger gl/umb,35-44,insurance,97000.0,United States,Massachusetts,Worcester,11 - 20 years,2 - 4 years,College degree,Woman,White
sales director,25-34,sales,51000.0,United States,Missouri,Springfield,5-7 years,8 - 10 years,Some college,Woman,White
job captain,25-34,property or construction,67000.0,United States,Colorado,Aspen,5-7 years,5-7 years,College degree,Woman,White
quality engineer ii,25-34,engineering or manufacturing,93500.0,United States,Minnesota,Minneapolis suburbs,2 - 4 years,2 - 4 years,Master's degree,Woman,White
rn case manager,55-64,health care,93000.0,United States,Virginia,Leesburg,31 - 40 years,8 - 10 years,College degree,Woman,White
engineering manager,35-44,health care,165000.0,United States,Maryland,Frederick,21 - 30 years,8 - 10 years,Master's degree,Man,White
paralegal ,35-44,law,108000.0,United States,Delaware,Wilmington,21 - 30 years,11 - 20 years,Some college,Woman,White
ux research manager,35-44,computing or tech,112000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,Master's degree,Man,White
business operations manager,25-34,business or consulting,71075.23791203195,United Kingdom,Other,Edinburgh,8 - 10 years,5-7 years,College degree,Woman,White
contracts manager,25-34,"accounting, banking & finance",93338.5,Ireland,Other,Dublin,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
product marketing manager ,25-34,computing or tech,120000.0,United States,Utah,Salt Lake City,8 - 10 years,8 - 10 years,College degree,Woman,White
business analyst,25-34,computing or tech,70000.0,United States,California,Los Angeles,8 - 10 years,1 year or less,College degree,Woman,White
regional manager,35-44,property or construction,53950.0,United States,Colorado,Denver,11 - 20 years,2 - 4 years,Master's degree,Woman,White
senior editor,35-44,media & digital,64900.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
associate director of admissions,25-34,education (higher education),75000.0,United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White
senior project manager,25-34,health care,123000.0,United States,New York,New York City,8 - 10 years,2 - 4 years,College degree,Woman,"Black or African American, White"
rn case manager,55-64,health care,93000.0,United States,Virginia,Richmond,31 - 40 years,8 - 10 years,College degree,Woman,White
learning specialist,25-34,recruitment or hr,63000.0,United States,Hawaii,Honolulu,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
digital librarian,35-44,government and public administration,71000.0,United States,District of Columbia,"Alexandria, VA",11 - 20 years,11 - 20 years,Master's degree,Man,White
associate attorney,25-34,law,125000.0,United States,Pennsylvania,Philadelphia,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
event planner,25-34,nonprofits,53560.0,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
software engineer 2,45-54,computing or tech,97000.0,United States,Connecticut,Home,21 - 30 years,11 - 20 years,College degree,Woman,White
director of development,45-54,nonprofits,84000.0,United States,South Carolina,Georgetown,31 - 40 years,21 - 30 years,College degree,Woman,White
content manager,25-34,"leisure, sport & tourism",54500.0,United States,Kentucky,Lexington,2 - 4 years,2 - 4 years,College degree,Woman,White
project architect,25-34,architecture,80000.0,United States,Hawaii,Honolulu,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
research coordinator,25-34,health care,39936.0,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman,White
software engineer,35-44,computing or tech,95000.0,United States,Oregon,Newberg,11 - 20 years,8 - 10 years,Master's degree,Woman,White
senior software engineer,25-34,computing or tech,165000.0,United States,California,Oakland,8 - 10 years,2 - 4 years,College degree,Woman,White
project engineer,18-24,construction,76000.0,United States,Virginia,Reston,2 - 4 years,2 - 4 years,College degree,Woman,White
fundraising manager,25-34,nonprofits,90000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
economist,25-34,"accounting, banking & finance",72069.2971835289,United Kingdom,Other,London,2 - 4 years,2 - 4 years,Master's degree,Man,White
senior mechanical engineer ,35-44,engineering or manufacturing,69584.14900478654,United Kingdom,Other,Cambridge,11 - 20 years,11 - 20 years,College degree,Woman,White
junior accountant,35-44,"accounting, banking & finance",40000.0,United States,New Jersey,Parsippany,8 - 10 years,2 - 4 years,Master's degree,Man,White
art director,25-34,"marketing, advertising & pr",105000.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
business systems analyst,25-34,government and public administration,68000.0,United States,Washington,Richland,2 - 4 years,1 year or less,College degree,Woman,White
development coordinator,25-34,education (higher education),66000.0,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman,White
